day,current_u,current_v,lat,lon
6,0.07190509114769132,0.007115236768641539,-69.29167,179.87502
7,-0.011995325266989501,0.007365695637359867,-69.29167,179.87502
0,-0.09273256509407353,0.045748694993286175,-67.208336,149.95836
1,0.06472200312271699,0.0650135956021206,-67.208336,149.95836
2,-0.025041711770047537,0.01431014008180431,-67.208336,149.95836
3,-0.0772391827677143,-0.021109404763558565,-67.208336,149.95836
4,-0.13234385893828088,0.019490412235743756,-67.208336,149.95836
5,0.036043044633135214,0.058010472831703,-67.208336,149.95836
6,0.05896780402462304,0.028601543973040874,-67.208336,149.95836
7,0.03787001402609775,0.06679623670107593,-67.208336,149.95836
