day,wind_u,wind_v,lat,lon
5,1.4746844249120123,-4.124122533182027,-64.373566,71.36719
6,2.7458722717842043,-3.0747811820306947,-64.373566,71.36719
7,0.34876937374080746,6.713571943514364,-64.373566,71.36719
0,-2.0705549942890813,-1.760274594624889,-64.373566,73.94531
1,3.9817152206090003,-2.7322766989502263,-64.373566,73.94531
2,6.922842458620525,4.412561919952236,-64.373566,73.94531
3,5.3911061709669035,0.6416209055404863,-64.373566,73.94531
4,-2.414378410405412,-1.6328198033786885,-64.373566,73.94531
5,-0.6929788287702948,-4.358949404217322,-64.373566,73.94531
6,3.3849608851351625,-1.753938458385468,-64.373566,73.94531
7,-0.4052116956042024,7.030040041348053,-64.373566,73.94531
0,-0.403461574702801,0.4211699716433619,-64.373566,76.640625
1,0.510613680167978,-4.603136971932343,-64.373566,76.640625
2,7.232057555558122,4.690587620696323,-64.373566,76.640625
3,4.884093891925269,-0.5569801490611673,-64.373566,76.640625
4,-0.05765789545896016,-1.2684396213252642,-64.373566,76.640625
5,-3.525694220555071,-4.3633564422591915,-64.373566,76.640625
6,3.3060460553310285,-0.5309173227834856,-64.373566,76.640625
7,-1.324490795997992,6.870303620751161,-64.373566,76.640625
0,1.3993431498412523,1.5172142716761856,-64.373566,79.33594
1,-2.396293493855525,-4.558711778935383,-64.373566,79.33594
2,5.844751245016191,3.540175247208731,-64.373566,79.33594
3,4.620782170487079,-1.0631891797925805,-64.373566,79.33594
4,2.250642724145755,-0.3292052102789776,-64.373566,79.33594
5,-6.932151306334869,-4.138201163346071,-64.373566,79.33594
6,2.63947377122811,0.09347672301535603,-64.373566,79.33594
7,-2.8104347260095945,6.903011730705084,-64.373566,79.33594
0,2.945995585577688,2.0636991936014244,-64.373566,82.03125
1,-4.425131841021563,-4.049428879182416,-64.373566,82.03125
2,4.6633570542228675,2.8672535923557443,-64.373566,82.03125
3,4.3482311774037985,-0.33541325786670423,-64.373566,82.03125
4,3.7114092591715706,0.5751781251034713,-64.373566,82.03125
5,-10.936527165508721,-4.801806327311547,-64.373566,82.03125
6,0.9445867830317417,-0.9950333224552849,-64.373566,82.03125
7,-5.907190583421179,6.659633901630339,-64.373566,82.03125
0,4.571249822591037,2.592131464724434,-64.373566,84.609375
1,-6.177515804383869,-3.139114413067468,-64.373566,84.609375
2,3.4754645849750485,2.9156506751486035,-64.373566,84.609375
3,4.3491306012884285,0.35884424950644767,-64.373566,84.609375
4,4.232976232567339,1.0832796405152174,-64.373566,84.609375
5,-11.200530051715534,-4.462734513941497,-64.373566,84.609375
6,-1.1035977407789717,-1.8710330729508555,-64.373566,84.609375
7,-8.488762209414125,5.2393992377253795,-64.373566,84.609375
0,5.968765352426737,3.076533279114475,-64.373566,87.30469
1,-5.273251708408288,-2.3912325949347597,-64.373566,87.30469
2,-3.1919359191288166,3.3978981425751464,-64.373566,87.30469
3,4.5638228686489315,0.10786865718885992,-64.373566,87.30469
4,4.658051451034696,1.4928990959228976,-64.373566,87.30469
5,-11.254632399120895,-4.231860846059419,-64.373566,87.30469
6,-3.3333435836110312,-1.9667720658391188,-64.373566,87.30469
7,-9.411864494744753,3.4418765658657304,-64.373566,87.30469
0,5.9151870225601115,2.033250625729501,-64.373566,90.0
1,-3.63970389114629,-1.9720844401305246,-64.373566,90.0
2,-4.995422370875189,4.263965606866351,-64.373566,90.0
3,4.3779131671350955,0.27496009902012236,-64.373566,90.0
4,5.509852808547598,1.8096070305356573,-64.373566,90.0
5,-9.850241656597051,-3.7482715832629303,-64.373566,90.0
6,-4.509965490486521,-2.0400575403715266,-64.373566,90.0
7,-10.049855751072185,2.6823136700442536,-64.373566,90.0
0,-0.4933475111769165,-7.278536066936404,-62.147728,65.97656
1,8.842810044710086,0.6717230494975895,-62.147728,65.97656
2,9.009867039762689,1.602784048752876,-62.147728,65.97656
3,11.762140416868808,2.5475914691204937,-62.147728,65.97656
4,3.6859529312531154,-6.386492676882671,-62.147728,65.97656
5,10.264505575700232,2.6464646503658242,-62.147728,65.97656
6,11.859345614156089,4.143220726904179,-62.147728,65.97656
7,3.4878449094340787,8.921609433418011,-62.147728,65.97656
0,-1.5793864702675524,-7.113793565900697,-62.147728,68.671875
1,8.560989766242734,0.8784702007211657,-62.147728,68.671875
